case_id,household_case_id,village_code,country,household_cohort,control_myagro,myagro,cowpea_hectares,maize_hectares,millet_hectares,okra_hectares,peanut_hectares,rice_hectares,roselle_hectares,sorghum_hectares,watermelon_hectares,fertilizer_hectares,hectares_delivered_before_2023,cashew,peanut,bissap,cotton,okra,maize,millet,cowpea,watermelon,sweet_potato,rice,sorghum,tomato,data_collection_period_encoded,data_collection_period_eng,t_c,sin_t,cos_t,rcsi,propensity,hdds_cereals,hdds_eggs,hdds_fish_seafood,hdds_fruits,hdds_meat_poultry_offal,hdds_milk_products,hdds_miscellaneous,hdds_oils_fats,hdds_pulses_legumes_nuts,hdds_roots_tubers,hdds_sugar_honey,hdds_vegetables,hhs_hungry,hhs_hungry_freq,hhs_hungry_yes_no,hhs_no_food,hhs_no_food_freq,hhs_no_food_yes_no,hhs_no_resources,hhs_no_resources_freq,hhs_no_resources_yes_no,rcsi_borrow,rcsi_limit,rcsi_reduce,rcsi_rely,rcsi_restrict,hhs_no_resources_recoded,hhs_hungry_recoded,hhs_no_food_recoded,hhs_categorical
a8f34b4b-2318-4b68-a325-20bcd18c6b67,1016ba6e-4ac2-4554-87b7-a5eba83bdf43,13902,Mali,3,control,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,7,July/August 2024,2.31103425004218,0.9703103284964132,-0.2418633217608304,0,0.4037301,1,0,0,1,0,1,1,1,1,0,1,1,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Little to no hunger
22bf46aa-6a7c-4f9a-b6ac-7de006b43c14,1016ba6e-4ac2-4554-87b7-a5eba83bdf43,13902,Mali,3,control,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,8,September 2024,3.31103425004218,0.5150898181977732,-0.8571362080725472,0,0.4037301,1,0,0,0,0,1,1,0,0,1,1,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Little to no hunger
f75ec3b7-7b45-4eb3-9353-7ce37f7f8b94,1017d679c5974793aea54aaad857c0ae,SE259,Senegal,1,myagro,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0,0,0,0,0,1,1,0,0,0,0,0,0,1,October 2023,-3.68896574995782,-0.2418633217608305,-0.970310328496413,21,0.41024214,1,0,1,0,0,0,1,1,1,1,1,1,1,1.0,1,0,,0,2,2.0,1,2,0,2,3,4,1,1,0,Moderate hunger
29031a5a-ff8e-476a-bc89-0aa243c7a505,101b43fb-63ce-43d7-864b-e178a25f63d6,41953,Senegal,2,control,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,January/February 2024,-1.68896574995782,-0.9703103284964132,0.2418633217608305,10,0.44957757,1,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,,0,2,2.0,1,1,3,3,2,0,1,0,0,Little to no hunger
4687aaae-5e87-43e3-803a-13bcb0f73a57,101b43fb-63ce-43d7-864b-e178a25f63d6,41953,Senegal,2,control,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,March 2024,-0.6889657499578199,-0.5150898181977731,0.8571362080725473,21,0.44957757,1,0,1,1,0,0,1,1,1,0,1,1,0,,0,0,,0,0,,0,4,3,0,4,2,0,0,0,Little to no hunger
61fcb44d-fae0-4edd-9771-53115218d7fb,101b43fb-63ce-43d7-864b-e178a25f63d6,41953,Senegal,2,control,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,April/May 2024,0.3110342500421801,0.2418633217608304,0.9703103284964132,17,0.44957757,1,0,1,0,0,0,1,1,1,0,1,1,0,,0,0,,0,0,,0,2,3,7,3,0,0,0,0,Little to no hunger
e9a33433-b804-4ce3-a1f3-d611af7721fd,104234f25f164fa1a01645cdbb03384b,SR057,Senegal,2,myagro,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,January/February 2024,-1.68896574995782,-0.9703103284964132,0.2418633217608305,4,0.50243986,1,0,1,0,0,1,1,0,1,0,1,1,0,,0,0,,0,0,,0,2,0,0,0,0,0,0,0,Little to no hunger
f5ad435c-6357-4ce8-be74-0a7dba0a1183,104234f25f164fa1a01645cdbb03384b,SR057,Senegal,2,myagro,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,March 2024,-0.6889657499578199,-0.5150898181977731,0.8571362080725473,6,0.50243986,1,0,1,0,0,0,1,1,0,0,1,0,0,,0,0,,0,0,,0,1,2,0,2,0,0,0,0,Little to no hunger
5ea05455-0564-47c2-b933-c29f88f332b4,104234f25f164fa1a01645cdbb03384b,SR057,Senegal,2,myagro,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,April/May 2024,0.3110342500421801,0.2418633217608304,0.9703103284964132,2,0.50243986,1,0,1,0,0,1,1,1,1,1,1,1,0,,0,0,,0,0,,0,1,0,0,0,0,0,0,0,Little to no hunger
d5296b52-03a3-4511-b841-43a460e5dff3,107facbf366f492ba256161522d7d92e,EM505,Mali,3,myagro,1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.25,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,6,June/July 2024,1.31103425004218,0.8571362080725473,0.5150898181977731,0,0.28560728,1,0,1,1,0,1,1,1,1,1,1,1,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Little to no hunger
ced0b942-fa7e-4d4f-a23f-44cb074704f4,107facbf366f492ba256161522d7d92e,EM505,Mali,3,myagro,1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.25,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,7,July/August 2024,2.31103425004218,0.9703103284964132,-0.2418633217608304,0,0.28560728,1,0,1,1,0,1,1,1,0,1,1,1,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Little to no hunger
8bf0b3d7-563d-4d89-aa25-af8f591f8e88,107facbf366f492ba256161522d7d92e,EM505,Mali,3,myagro,1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.25,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,8,September 2024,3.31103425004218,0.5150898181977732,-0.8571362080725472,0,0.28560728,1,1,1,1,1,1,1,1,1,1,1,1,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Little to no hunger
ec3e1348-f1c6-471f-b7e6-a126e73f190d,108ddb7961714fd2ad98d892f394ae30,NE237,Mali,3,myagro,1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.25,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,June/July 2024,1.31103425004218,0.8571362080725473,0.5150898181977731,0,0.43768203,1,1,1,1,1,1,1,1,0,1,1,1,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Little to no hunger
8e60b898-e74b-4054-8630-811a193f223e,108ddb7961714fd2ad98d892f394ae30,NE237,Mali,3,myagro,1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.25,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,7,July/August 2024,2.31103425004218,0.9703103284964132,-0.2418633217608304,0,0.43768203,1,0,1,1,1,1,1,1,1,1,1,1,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Little to no hunger
6e8f4dc4-13e8-4c09-a282-39bd50aa6845,108ddb7961714fd2ad98d892f394ae30,NE237,Mali,3,myagro,1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.25,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,8,September 2024,3.31103425004218,0.5150898181977732,-0.8571362080725472,0,0.43768203,1,0,1,1,1,1,1,1,1,1,1,1,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Little to no hunger
6bc9860c-e475-4278-8556-1d15525e8db9,10c2967746df4dacb2b8addd66710176,VF257,Mali,2,myagro,1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.25,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,January/February 2024,-1.68896574995782,-0.9703103284964132,0.2418633217608305,0,0.3948651,1,0,1,1,1,1,1,1,1,1,1,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Little to no hunger
ea3a8337-2b99-4ea0-915a-b234d3583983,10c2967746df4dacb2b8addd66710176,VF257,Mali,2,myagro,1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.25,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,March 2024,-0.6889657499578199,-0.5150898181977731,0.8571362080725473,0,0.3948651,1,0,1,1,1,0,1,1,0,0,1,1,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Little to no hunger
5d044bd0-3ce5-4373-b82a-5090c128e73a,10c2967746df4dacb2b8addd66710176,VF257,Mali,2,myagro,1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.25,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,April/May 2024,0.3110342500421801,0.2418633217608304,0.9703103284964132,0,0.3948651,1,1,1,1,0,1,1,1,1,0,1,1,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Little to no hunger
2cf61936-e77d-431a-9e1f-4e8e826006f0,10d841303ab642e6a8ad2c4240d0c8c3,ZM598,Mali,2,myagro,1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,January/February 2024,-1.68896574995782,-0.9703103284964132,0.2418633217608305,4,0.38361573,1,0,0,1,0,0,1,1,0,1,1,0,0,,0,0,,0,0,,0,2,0,0,0,0,0,0,0,Little to no hunger
f657347f-e4b1-4825-8c6c-b88679f92577,10d841303ab642e6a8ad2c4240d0c8c3,ZM598,Mali,2,myagro,1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,March 2024,-0.6889657499578199,-0.5150898181977731,0.8571362080725473,0,0.38361573,1,0,1,1,0,1,1,1,1,0,1,1,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Little to no hunger
3d20430f-a655-440f-91bb-bdb7d9b6e0b0,10d841303ab642e6a8ad2c4240d0c8c3,ZM598,Mali,2,myagro,1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,April/May 2024,0.3110342500421801,0.2418633217608304,0.9703103284964132,0,0.38361573,1,0,1,1,1,0,1,1,1,1,1,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Little to no hunger
e7df3b25-3f8b-4ea4-a840-6f274a35c21b,10d8ba31-af3a-4482-a54c-e6d5a67a6d6c,8983,Senegal,1,control,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,October 2023,-3.68896574995782,-0.2418633217608305,-0.970310328496413,41,0.49589503,1,0,1,0,0,0,0,0,1,0,0,0,0,,0,0,,0,2,2.0,1,4,4,7,7,5,1,0,0,Little to no hunger
97e8c553-5995-4fbc-a70b-2825f4a157de,10f23c06630d4a7eb26c2fd6e1b96a5a,RE871,Senegal,2,myagro,1,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,January/February 2024,-1.68896574995782,-0.9703103284964132,0.2418633217608305,5,0.5301236,1,0,1,0,0,1,1,0,0,0,1,1,0,,0,0,,0,0,,0,1,0,0,3,0,0,0,0,Little to no hunger
74242481-8acc-4d65-8cb4-c5614539f701,10f23c06630d4a7eb26c2fd6e1b96a5a,RE871,Senegal,2,myagro,1,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,March 2024,-0.6889657499578199,-0.5150898181977731,0.8571362080725473,0,0.5301236,1,0,1,1,0,1,1,1,0,1,1,1,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Little to no hunger
f0536889-1a1b-4952-bc0a-7d69bb9ec5b1,10f23c06630d4a7eb26c2fd6e1b96a5a,RE871,Senegal,2,myagro,1,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,April/May 2024,0.3110342500421801,0.2418633217608304,0.9703103284964132,4,0.5301236,1,1,1,1,0,1,1,1,0,0,1,1,0,,0,0,,0,0,,0,1,0,0,2,0,0,0,0,Little to no hunger
7b3fedcc-cddf-435e-9392-cccf24110a82,111326c7-c279-4d7b-b575-ec88eb88a123,80190,Mali,1,control,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,October 2023,-3.68896574995782,-0.2418633217608305,-0.970310328496413,0,0.23773447,1,0,1,0,0,0,1,0,0,0,1,1,0,,0,0,,0,1,1.0,1,0,0,0,0,0,1,0,0,Little to no hunger
6b2d4013-47d4-4e51-a21d-47b36459ccdc,111326c7-c279-4d7b-b575-ec88eb88a123,80190,Mali,1,control,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,November/December 2023,-2.68896574995782,-0.8571362080725473,-0.515089818197773,9,0.23773447,1,0,0,0,0,0,0,1,0,0,0,1,1,1.0,1,0,,0,1,1.0,1,0,3,0,0,2,1,1,0,Moderate hunger
482ff421-5ffe-4b46-b532-dec6c6a470b4,111c4c42-69f6-447b-a5ea-c66f91ce1b78,90139,Mali,1,control,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,October 2023,-3.68896574995782,-0.2418633217608305,-0.970310328496413,19,0.482601,1,0,0,0,0,0,0,1,0,0,1,0,1,1.0,1,0,,0,1,1.0,1,1,3,2,3,3,1,1,0,Moderate hunger
8332d167-8303-42c5-89ee-ce37a76e5f8f,111c4c42-69f6-447b-a5ea-c66f91ce1b78,90139,Mali,1,control,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,November/December 2023,-2.68896574995782,-0.8571362080725473,-0.515089818197773,6,0.482601,1,0,1,1,0,0,1,1,0,0,1,1,0,,0,0,,0,0,,0,0,1,1,1,1,0,0,0,Little to no hunger
748b15b0-d1d7-436f-b962-a9303522ddb1,11262778477f49879ba391643b1823fb,ZP821,Senegal,1,myagro,1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.75,0,1,0,0,0,1,0,0,0,0,0,0,0,1,October 2023,-3.68896574995782,-0.2418633217608305,-0.970310328496413,0,0.57682747,1,0,1,0,0,0,1,1,1,1,1,1,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Little to no hunger
1d4ef329-1602-4143-b13a-a96c5954c40c,1138d3fc-d36c-4201-9403-562398d74409,9756,Senegal,1,control,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,October 2023,-3.68896574995782,-0.2418633217608305,-0.970310328496413,0,0.39929727,1,1,1,0,0,0,1,1,1,1,1,1,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Little to no hunger
8ac6f451-066d-4f1d-851c-65234f83d0d5,113f55733f8e4327bd37682ca92bd31a,VY345,Mali,3,myagro,1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.25,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,June/July 2024,1.31103425004218,0.8571362080725473,0.5150898181977731,13,0.5107862,1,0,1,1,0,1,1,1,0,0,1,1,0,,0,0,,0,0,,0,0,7,0,6,0,0,0,0,Little to no hunger
48cca64b-a2c7-47bf-814d-7304f31520e7,113f55733f8e4327bd37682ca92bd31a,VY345,Mali,3,myagro,1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.25,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,July/August 2024,2.31103425004218,0.9703103284964132,-0.2418633217608304,15,0.5107862,1,1,1,1,0,1,1,0,0,0,1,1,0,,0,0,,0,0,,0,0,7,1,7,0,0,0,0,Little to no hunger
71579d92-49d7-4d7a-8025-4dfdcd741233,113f55733f8e4327bd37682ca92bd31a,VY345,Mali,3,myagro,1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.25,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,September 2024,3.31103425004218,0.5150898181977732,-0.8571362080725472,13,0.5107862,1,1,1,0,0,1,1,1,0,0,1,1,0,,0,0,,0,0,,0,0,7,0,6,0,0,0,0,Little to no hunger
7c55b80d-c7b0-49b7-9b8b-a8bfcf15e18f,11493d63-bac4-404a-a2b1-18030dc5a53a,10889,Mali,3,control,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,June/July 2024,1.31103425004218,0.8571362080725473,0.5150898181977731,43,0.3919251,1,0,1,0,0,0,1,0,0,0,1,0,0,,0,0,,0,0,,0,3,7,2,7,7,0,0,0,Little to no hunger
e69cb4c5-e32d-4a96-a811-c06cd6939b78,11493d63-bac4-404a-a2b1-18030dc5a53a,10889,Mali,3,control,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,7,July/August 2024,2.31103425004218,0.9703103284964132,-0.2418633217608304,41,0.3919251,1,0,0,0,0,0,1,0,0,0,1,1,2,2.0,1,0,,0,0,,0,2,7,2,7,7,0,1,0,Little to no hunger
611b1dc6-1fd4-46a8-a5ce-9897e1d97382,11493d63-bac4-404a-a2b1-18030dc5a53a,10889,Mali,3,control,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,8,September 2024,3.31103425004218,0.5150898181977732,-0.8571362080725472,37,0.3919251,1,0,1,0,0,0,1,1,0,0,1,1,1,1.0,1,0,,0,1,1.0,1,1,7,3,7,6,1,1,0,Moderate hunger
dfee5854-6d76-46ac-ab42-6a4cfbb445dd,115598a65c6846d791cfe18592b77602,EM505,Mali,3,myagro,1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.25,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,6,June/July 2024,1.31103425004218,0.8571362080725473,0.5150898181977731,0,0.28443062,1,0,1,1,1,1,1,1,1,1,1,1,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Little to no hunger
6d36f210-efb7-44da-a768-d6b2c61d3c9f,115598a65c6846d791cfe18592b77602,EM505,Mali,3,myagro,1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.25,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,7,July/August 2024,2.31103425004218,0.9703103284964132,-0.2418633217608304,0,0.28443062,1,0,1,1,1,1,1,1,1,1,1,1,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Little to no hunger
eae09eac-7998-4ce9-91b4-a2a71a112556,115598a65c6846d791cfe18592b77602,EM505,Mali,3,myagro,1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.25,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,8,September 2024,3.31103425004218,0.5150898181977732,-0.8571362080725472,0,0.28443062,1,1,1,1,1,1,1,1,1,1,1,1,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Little to no hunger
ffe8502e-c921-444a-8741-69202de45e64,11572917f45d454fb84193f0b06a202c,DG689,Senegal,1,myagro,1,0.0,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,October 2023,-3.68896574995782,-0.2418633217608305,-0.970310328496413,7,0.50686705,1,0,1,0,0,0,1,0,1,0,1,0,0,,0,0,,0,0,,0,1,0,0,2,1,0,0,0,Little to no hunger
d4bee059-7300-4046-8f9b-ca858c363066,1158fedd260042408bcd2b6b08b0c246,JA511,Mali,2,myagro,1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.25,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,January/February 2024,-1.68896574995782,-0.9703103284964132,0.2418633217608305,5,0.46036106,1,0,1,1,0,1,1,1,0,1,1,1,0,,0,0,,0,0,,0,0,0,0,5,0,0,0,0,Little to no hunger
d62b48b6-29a5-4075-bdf9-6d6a3b413e6e,1158fedd260042408bcd2b6b08b0c246,JA511,Mali,2,myagro,1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.25,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,March 2024,-0.6889657499578199,-0.5150898181977731,0.8571362080725473,5,0.46036106,1,0,1,1,0,1,1,1,0,1,1,1,0,,0,0,,0,0,,0,0,0,0,5,0,0,0,0,Little to no hunger
26418f33-b1d6-4c52-aa48-171ff3618499,1158fedd260042408bcd2b6b08b0c246,JA511,Mali,2,myagro,1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.25,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,April/May 2024,0.3110342500421801,0.2418633217608304,0.9703103284964132,12,0.46036106,1,0,1,1,0,0,1,1,0,1,1,1,0,,0,0,,0,0,,0,0,6,0,6,0,0,0,0,Little to no hunger
149ff3e0-03e0-4caf-bcb0-cabbc1351211,1179d552-ed3d-4983-9fcf-eff0d416639b,41953,Senegal,2,control,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,January/February 2024,-1.68896574995782,-0.9703103284964132,0.2418633217608305,23,0.55695826,1,0,1,1,0,0,0,0,0,0,0,1,0,,0,0,,0,0,,0,5,2,2,3,2,0,0,0,Little to no hunger
89c183a7-5649-4861-8e2b-25111b9bb88a,1179d552-ed3d-4983-9fcf-eff0d416639b,41953,Senegal,2,control,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,March 2024,-0.6889657499578199,-0.5150898181977731,0.8571362080725473,33,0.55695826,1,0,1,1,0,0,1,1,0,1,1,1,0,,0,0,,0,1,1.0,1,5,5,0,3,5,1,0,0,Little to no hunger
68da6059-8f08-486f-8837-088e3b359041,1179d552-ed3d-4983-9fcf-eff0d416639b,41953,Senegal,2,control,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,April/May 2024,0.3110342500421801,0.2418633217608304,0.9703103284964132,13,0.55695826,1,0,1,0,0,0,1,0,0,1,1,0,0,,0,0,,0,0,,0,3,4,0,3,0,0,0,0,Little to no hunger
e863b5dd-9769-47ac-a179-242d771f8c11,118ca67f0210493caddf6ee269d26e54,VY345,Mali,3,myagro,1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.25,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,June/July 2024,1.31103425004218,0.8571362080725473,0.5150898181977731,14,0.51319104,1,0,1,1,0,1,1,1,0,1,1,1,0,,0,0,,0,0,,0,0,7,0,7,0,0,0,0,Little to no hunger
c403b901-b5e4-47ac-b151-6d67d019322b,118ca67f0210493caddf6ee269d26e54,VY345,Mali,3,myagro,1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.25,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,July/August 2024,2.31103425004218,0.9703103284964132,-0.2418633217608304,15,0.51319104,1,1,1,1,0,1,1,1,1,0,1,1,0,,0,0,,0,0,,0,0,7,1,7,0,0,0,0,Little to no hunger
cd4b9d58-37a2-4fd5-b5d9-f154d787fd0c,118ca67f0210493caddf6ee269d26e54,VY345,Mali,3,myagro,1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.25,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,September 2024,3.31103425004218,0.5150898181977732,-0.8571362080725472,17,0.51319104,1,0,1,0,0,1,1,1,0,0,1,1,0,,0,0,,0,0,,0,0,7,0,7,1,0,0,0,Little to no hunger
4e5a90ca-9053-4e4c-86e2-851466db92bc,11a289fd-6f1a-4bff-814f-9e545bf15b73,8976,Senegal,2,control,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,January/February 2024,-1.68896574995782,-0.9703103284964132,0.2418633217608305,5,0.53931886,1,0,1,1,0,1,1,1,1,1,1,1,0,,0,0,,0,0,,0,0,0,5,0,0,0,0,0,Little to no hunger
b82315ac-ca6a-4286-90cd-fd941083ae9c,11a289fd-6f1a-4bff-814f-9e545bf15b73,8976,Senegal,2,control,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,March 2024,-0.6889657499578199,-0.5150898181977731,0.8571362080725473,0,0.53931886,1,0,1,0,0,1,1,1,0,1,1,1,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Little to no hunger
18f86f79-646f-4343-b308-a43f36293300,11a289fd-6f1a-4bff-814f-9e545bf15b73,8976,Senegal,2,control,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,April/May 2024,0.3110342500421801,0.2418633217608304,0.9703103284964132,0,0.53931886,1,0,1,0,0,1,1,1,1,1,1,1,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Little to no hunger
c9a6f104-61b9-433d-bd06-7579ef8130b5,11bbd457e95847938d5e9ecebaca12d3,VF257,Mali,2,myagro,1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.25,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,January/February 2024,-1.68896574995782,-0.9703103284964132,0.2418633217608305,0,0.5215412,1,0,1,0,0,1,0,1,0,0,1,1,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Little to no hunger
a911335d-c0db-47da-8c43-6829e4bfb49d,11bbd457e95847938d5e9ecebaca12d3,VF257,Mali,2,myagro,1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.25,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,March 2024,-0.6889657499578199,-0.5150898181977731,0.8571362080725473,0,0.5215412,1,0,1,0,0,1,1,1,1,0,1,1,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Little to no hunger
